id,name,alternate_names,description,address,city,state,zip,county,latitude,longitude,phones,email,url,facebook,needs,service_types,populations,eligibility,cost,hours,languages,what_to_bring,referral_required,intake_hours,map_url,status,intake_process,capacity,waitlist,accepts_insurance,verification_status,last_verified,verified_by,confidence,source_urls,first_seen,tags,notes,related
national-veterans-foundation,National Veterans Foundation,,"Vet-to-vet service, real solutions for veteran problems. Nationwide.","5777 West Century Blvd Suite 350, Los Angeles, CA 90045",Los Angeles,KY,,Statewide,,,888-777-4443,,https://nvf.org,,documents|veterans,walk-in,veterans,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=5777+West+Century+Blvd+Suite+350,+Los+Angeles,+CA+90045",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
national-victim-notification-network,National Victim Notification Network,,Victim notification,Statewide,,KY,,Statewide,,,800-511-1670,,,,jobs,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
nemt-non-emergency-medical-transportation,NEMT - Non-Emergency Medical Transportation,,Medicaid transportation to appointments,Statewide,,KY,,Statewide,,,,,,,health|crisis|documents|transportation,online,men,,insurance,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-new-day-recovery-center,New Day Recovery Center,,,"711 E. Loudon Ave, Lexington, KY 40505",Lexington,KY,40505,Fayette,,,859-749-4370|844-923-4357,,https://newdaycenter.com,,addiction,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=711+E.+Loudon+Ave,+Lexington,+KY+40505",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-new-hope-counseling-recovery,New Hope Counseling Recovery,,"Inspiring hope, changing lives.",Statewide,,KY,,Knox,,,606-594-7479,,https://nhcr4u.com,,mental-health|addiction,outpatient,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-new-hope-village-apartments,New Hope Village Apartments,,11 one-bedroom units for mentally ill adults.,"P.O. Box 568, Corbin, KY 40701",Corbin,KY,40701,Knox,,,606-528-7010 ext 202,,,,housing,residential,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=P.O.+Box+568,+Corbin,+KY+40701",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
morgan-new-vision-recovery-center,New Vision Recovery Center,,"IOP/outpatient, 24-hour intake, drug screening, clinical & peer support, individualized treatment, case management, life skills.","559 Riverside Dr, West Liberty, KY 41472",West Liberty,KY,41472,Morgan,,,606-743-2107,,,,health|mental-health|addiction|documents|community,outpatient|peer-led,men|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=559+Riverside+Dr,+West+Liberty,+KY+41472",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
nosw-new-opportunity-school-for-women,NOSW - New Opportunity School for Women,,"Free 2-week residential program in Berea: self-esteem, wellness, career, education, arts. Childcare/transportation reimbursement. Free online courses.",Statewide,,KY,,Statewide,,,859-985-7200,,https://nosw.org,,documents|jobs|family|transportation|education,residential|online,women|men|youth,,free,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-open-arms-recovery-center,Open Arms Recovery Center,,"Structured individualized treatment, long-term sobriety, harm reduction, community integration.","166 Griffin Ave, Somerset, KY 42501",Somerset,KY,42501,Pulaski,,,859-494-2656,,https://openarmsrecovery.org,,addiction|documents|community,walk-in,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=166+Griffin+Ave,+Somerset,+KY+42501",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
operation-unite,Operation UNITE,,Substance misuse prevention and recovery facilitation,"350 C.A.P. Dr, London, KY 40744",London,KY,40744,Statewide,,,1-866-678-6483,,https://OperationUNITE.org,,addiction,walk-in,substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=350+C.A.P.+Dr,+London,+KY+40744",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
oxford-house,Oxford House,,"Peer-run, self-sustaining, substance-free housing","1010 Wayne Ave Suite 300, Silver Spring, MD 20910",Silver Spring,KY,,Franklin,,,301-587-2916|859-353-8452,,https://oxfordhouse.org,,housing|addiction|community,residential|peer-led,substance-use,,free,,English,,,,"https://www.google.com/maps/search/?api=1&query=1010+Wayne+Ave+Suite+300,+Silver+Spring,+MD+20910",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
peacefully-whole-recovery,Peacefully Whole Recovery,,"Holistic recovery from alcohol, opioids, trauma. Serves 22 counties.",Statewide,,KY,,Statewide,,,859-412-2320,,https://piecefullywhole.org,,addiction|documents,walk-in,substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-perfect-imperfections,Perfect Imperfections,,"Licensed AODE, IOP, individual/group counseling, substance use counseling, case management, peer support, recovery housing.","1018 E. New Circle Rd Ste 204, Lexington, KY 40505",Lexington,KY,40505,Madison,,,859-693-6089|859-368-0003,,https://perfectimperfectionsky.com,,housing|mental-health|addiction|documents|community,residential|outpatient|peer-led,men|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1018+E.+New+Circle+Rd+Ste+204,+Lexington,+KY+40505",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pinnacle-treatment-centers,Pinnacle Treatment Centers,,"24/7 admission, male/female beds, detox and residential",Statewide,,KY,,Statewide,,,606-922-2012,,https://pinnacletreatment.com,,shelter|addiction|documents,residential,women|men,,unknown,24/7,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
poison-control,Poison Control,,Poison emergency,Statewide,,KY,,Statewide,,,800-222-1222,,,,crisis,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
jefferson-pregnancy-center,Pregnancy Center,,Pregnancy support services.,"Louisville, KY",,KY,,Pulaski,,,502-640-1788|859-300-1503,,,,family,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Louisville,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
prevent-child-abuse-kentucky,Prevent Child Abuse Kentucky,,Child abuse prevention,Statewide,,KY,,Statewide,,,800-432-9251,,,,crisis|family|transportation,walk-in,youth,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
rainn-rape-abuse-and-incest-national-network,"RAINN - Rape, Abuse and Incest National Network",,Sexual assault support,Statewide,,KY,,Statewide,,,800-656-4673,,,,crisis|jobs|transportation,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
rape-crisis-hotline,Rape Crisis Hotline,,Rape crisis support,Statewide,,KY,,Statewide,,,800-422-1060,,,,crisis,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
recovery-care-arc,Recovery Care - ARC,,"Casey's Law intervention, accepts Wellcare, United Health Care, Anthem","332 River Bend Rd, Louisa, KY",Louisa,KY,,Statewide,,,888-530-7632,,https://arccenters.com,,health|addiction|legal,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=332+River+Bend+Rd,+Louisa,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-red-bird-mission,Red Bird Mission,,"Food, clothing, household items, furniture, transportation, GED, tax prep, prenatal education, daycare, school K-12.","70 Queendale Center, Beverly, KY 40913",Beverly,KY,40913,Clay,,,606-598-0520,,https://rbmission.org,,food|clothing|jobs|family|transportation|education,walk-in,seniors,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=70+Queendale+Center,+Beverly,+KY+40913",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-redemption-road-recovery,Redemption Road Recovery,,,"Barbourville, KY",,KY,,Knox,,,606-545-5169,,,,addiction,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Barbourville,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
resource-center-for-child-protection,Resource Center for Child Protection,,Child protection,Statewide,,KY,,Statewide,,,800-527-3232,,,,family,walk-in,youth,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
restoration-healthcare,Restoration Healthcare,,,Statewide,,KY,,Statewide,,,,,https://Healthcare services,,health,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-roaring-brook-recovery,Roaring Brook Recovery,,"PHP, IOP, aftercare, men's/women's rehab, sober living, MAT, Hep-C treatment, alumni program.","600 Perimeter Dr Ste 125, Lexington, KY 40517",Lexington,KY,40517,Fayette,,,866-678-8123,,https://roaringbrookrecovery.com,,housing|addiction,residential|outpatient,women|men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=600+Perimeter+Dr+Ste+125,+Lexington,+KY+40517",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
serenity-ranch-recovery,Serenity Ranch Recovery,,Kentucky's leading detox and rehab. 6 locations in KY and TN.,Statewide,,KY,,Statewide,,,270-515-0212,,https://serenityranchrecovery.com,,addiction,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-shepherds-house,Shepherds House,,,"635 Maxwelton Ct, Lexington, KY 40508",Lexington,KY,40508,Fayette,,,859-252-1939|859-447-4020,,https://shepherdshouseinc.com,,community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=635+Maxwelton+Ct,+Lexington,+KY+40508",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
ship-state-health-insurance-assistance,SHIP - State Health Insurance Assistance,,Medicare counseling,Statewide,,KY,,Statewide,,,877-293-7447,,,,health|mental-health,outpatient|government,anyone,,insurance,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
sids-back-to-sleep-campaign,SID's Back to Sleep Campaign,,Safe sleep for infants,Statewide,,KY,,Statewide,,,800-505-2742,,,,shelter|documents,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
snap-supplemental-nutrition-assistance,SNAP - Supplemental Nutrition Assistance,,Food assistance benefits,Statewide,,KY,,Statewide,,,855-306-8959,,,,food,walk-in,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
soar-shaping-our-appalachian-region,SOAR - Shaping Our Appalachian Region,,Regional development,Statewide,,KY,,Statewide,,,606-766-1160,,https://soar.org,,community,online,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-somerset-community-college,Somerset Community College,,Human & Social Services classes.,"808 Monticello St, Somerset, KY 42501",Somerset,KY,42501,Pulaski,,,606-451-6885,,https://somerset.kctcs.edu,,education|community,walk-in,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=808+Monticello+St,+Somerset,+KY+42501",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
sos-ministries-mission-field,SOS Ministries Mission Field,,Picks up and assists victims of trafficking and addiction. Provides safety and recovery support.,Statewide,,KY,,Statewide,,,937-262-4100|855-696-2453,,https://saveoursoulsministries.org,,addiction|crisis|documents,walk-in,substance-use,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
sparc-job-training,SPARC - Job Training,,"Sobriety, peace, awareness, recovery, community","1442 W. Steve Wariner Dr, Russell Springs, KY 42642",Russell Springs,KY,42642,Statewide,,,859-396-0260,,https://sparcrecovery.com,,addiction|jobs|community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1442+W.+Steve+Wariner+Dr,+Russell+Springs,+KY+42642",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
special-needs-adoption,Special Needs Adoption,,Special needs adoption,Statewide,,KY,,Statewide,,,800-423-9346,,,,community,walk-in,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
spouse-abuse-hotline,Spouse Abuse Hotline,,Spouse abuse hotline,Statewide,,KY,,Statewide,,,800-544-2022,,,,crisis|transportation,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
madison-st-john-recovery-for-men,St. John Recovery for Men,,"Behavioral health counseling, structured recovery housing.","Richmond, KY",,KY,,Madison,,,859-300-1503,,https://stjohnrecoveryllc.com,,housing|health|mental-health|addiction,residential|outpatient,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Richmond,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-still-waters-counseling,Still Waters Counseling,,"IOP/OP group therapy, peer support, case management.","828 Lane Allen Rd, Lexington, KY 40504",Lexington,KY,40504,Fayette,,,859-399-1373|859-382-5687,,https://stillwaters.org,,mental-health|addiction|community,outpatient|peer-led,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=828+Lane+Allen+Rd,+Lexington,+KY+40504",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
suicide-and-crisis-hotline,Suicide and Crisis Hotline,,Call or text 988,Statewide,,KY,,Statewide,,,,,https://988lifeline.org,,crisis|documents,hotline,anyone,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
target-4-project,Target 4 Project,,"Free HIV screening, Hepatitis C testing, PrEP referrals, Narcan, health education",Statewide,,KY,,Statewide,,,606-878-7754 ext. 247,,,,health|mental-health|education,walk-in,anyone,,free,,English,,True,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
knox-the-everlasting-arm,The Everlasting Arm,,16-bed emergency shelter up to 90 days. Food and clothing bank.,"2006 S. Main St, Corbin, KY 40701",Corbin,KY,40701,Knox,,,606-528-3669,,https://theeverlastingarminc@gmail.com,,food|shelter|clothing|crisis,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=2006+S.+Main+St,+Corbin,+KY+40701",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mccreary-the-next-chapter-men,The Next Chapter - Men,,Faith-based. Provides transport.,"Whitley City, KY",,KY,,McCreary,,,606-376-7416,,,,documents|transportation,faith-based,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Whitley+City,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mccreary-the-next-chapter-women,The Next Chapter - Women,,Faith-based. Provides transport.,"Whitley City, KY",,KY,,McCreary,,,606-376-7414,,,,documents|transportation,faith-based,women|men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Whitley+City,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
madison-total-abstinence-behavioral-health,Total Abstinence Behavioral Health,,Behavioral health counseling.,"230 Battlefield Memorial Hwy, Richmond, KY 40475",Richmond,KY,40475,Madison,,,859-408-7031,,https://totalabstinence24.com,,health|mental-health,outpatient,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=230+Battlefield+Memorial+Hwy,+Richmond,+KY+40475",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
trans-lifeline,Trans Lifeline,,Transgender crisis support,Statewide,,KY,,Statewide,,,877-565-8860,,,,crisis,hotline,lgbtq+,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
trevor-project-lgbtq-youth,Trevor Project - LGBTQ+ Youth,,LGBTQ+ youth crisis support,Statewide,,KY,,Statewide,,,866-488-7386,,,,crisis|family,walk-in,youth|lgbtq+,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
lincoln-turnersville-christian-mission,Turnersville Christian Mission,,Community mission.,"200 Hwy 198, Stanford, KY 40484",Stanford,KY,40484,Lincoln,,,859-583-8155,,,,community,faith-based,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=200+Hwy+198,+Stanford,+KY+40484",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
pulaski-united-way,United Way,,Food assistance.,"208 E. Mt Vernon St, Somerset, KY",Somerset,KY,,Pulaski,,,606-679-2974,,,,food,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=208+E.+Mt+Vernon+St,+Somerset,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
vfw-veterans-of-foreign-wars,VFW - Veterans of Foreign Wars,,Veterans service organization,"3027 W. Laurel Rd, London, KY 40741",London,KY,40741,Statewide,,,606-862-9336,,,,veterans,walk-in,veterans,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=3027+W.+Laurel+Rd,+London,+KY+40741",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
voa-mid-states-employment-services,VOA Mid-States Employment Services,,Employment for people in recovery,Statewide,,KY,,Statewide,,,606-765-3566,,,,addiction|documents|jobs,government,men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
voa-mid-states-freedom-house,VOA Mid-States Freedom House,,Treatment without leaving children. Insurance assistance. Employment services.,"1025 2nd St, Louisville, KY 40203",Louisville,KY,40203,Statewide,,,502-635-4530,,https://voamid.org/recovery,,addiction|documents|jobs|family,government,families|men|youth,,free,,English,,,,"https://www.google.com/maps/search/?api=1&query=1025+2nd+St,+Louisville,+KY+40203",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
voa-mid-states-recovery-community-center,VOA Mid-States Recovery Community Center,,"Safe, supportive recovery community. Education, connections, support.","48 Owens Rd, Manchester, KY 40962",Manchester,KY,40962,Statewide,,,606-658-9236,,https://FB: VOA Recovery Community Center,,addiction|documents|education|community,government,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=48+Owens+Rd,+Manchester,+KY+40962",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
voa-mid-states-restorative-justice,VOA Mid-States Restorative Justice,,Victim healing and restoration,Statewide,,KY,,Statewide,,,502-585-9920,,,,documents|legal,government,re-entry,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
voa-mid-states-veteran-services,VOA Mid-States Veteran Services,,,Statewide,,KY,,Statewide,,,,,"https://Moral injury, preventing suicide, SSVF, homeless veterans reintegration",,documents|veterans,government,veterans,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
clay-voa-recovery-freedom-house-manchester,VOA Recovery - Freedom House Manchester,,Recovery housing.,"8467 US-421, Manchester, KY 40962",Manchester,KY,40962,Clay,,,606-603-2486,,https://voamid.org,,housing|addiction,residential,men,,free,,English,,,,"https://www.google.com/maps/search/?api=1&query=8467+US-421,+Manchester,+KY+40962",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
vocal-kentucky,Vocal Kentucky,,Harm reduction and advocacy,"723 S. Brook St, Louisville, KY 40203",Louisville,KY,40203,Statewide,,,502-356-2322,,https://vocal-ky.org,,community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=723+S.+Brook+St,+Louisville,+KY+40203",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-voices-of-hope,Voices of Hope,,Recovery community center and support services.,"644 N. Broadway, Lexington, KY 40508",Lexington,KY,40508,Fayette,,,859-303-7671,,https://voicesofhopelex.org,,addiction|community,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=644+N.+Broadway,+Lexington,+KY+40508",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
fayette-walker-house,Walker House,,"Sober living, recovery house, addiction/family/teen counseling, anxiety therapy.","Lexington, KY",,KY,,Fayette,,,859-310-3567,,https://walkerhouseinc.com,,housing|mental-health|addiction|family,residential|outpatient,families|youth|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Lexington,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
walker-house-sober-living,Walker House Sober Living,,"Transport, sober living, recovery, addiction/family/teen counseling, anxiety therapy","Winchester & Lexington, KY",,KY,,Statewide,,,859-310-3567,,https://walkerhouseinc.com,,housing|mental-health|addiction|family|transportation,residential|outpatient,families|youth|substance-use,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Winchester+&+Lexington,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
welfare-and-medicaid-fraud,Welfare and Medicaid Fraud,,Report fraud,Statewide,,KY,,Statewide,,,800-372-2970,,,,health|documents,walk-in,anyone,,insurance,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
perry-whispering-pines,Whispering Pines,,Affordable housing.,"Hazzard, KY",,KY,,Perry,,,606-438-5929,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Hazzard,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
mccreary-whitley-city-treatment-center,Whitley City Treatment Center,,,"Whitley City, KY",,KY,,McCreary,,,423-560-6594,,https://recovery.org,,addiction,walk-in,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Whitley+City,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-whitley-county-health-department,Whitley County Health Department,,"Clinical services, public health.","368 Penny Ln, Williamsburg, KY 40769",Williamsburg,KY,40769,Whitley,,,606-549-3380,,https://whitleycountyhealthdepartment.com,,health,government,men,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=368+Penny+Ln,+Williamsburg,+KY+40769",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
wic-women-infants-and-children,WIC - Women Infants and Children,,Nutrition assistance,Statewide,,KY,,Statewide,,,800-462-6122,,,,food|family,walk-in,families|women|men|youth,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
whitley-williamsburg-housing-authority,Williamsburg Housing Authority,,,"600 Brush Arbour Church Rd, Williamsburg, KY",Williamsburg,KY,,Whitley,,,606-549-0282,,https://affordablehousing.com,,housing,residential,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=600+Brush+Arbour+Church+Rd,+Williamsburg,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
winds-of-change-counseling,Winds of Change Counseling,,"Safe healing space, tailored professional services","1220 Master St, Corbin, KY 40701",Corbin,KY,40701,Statewide,,,606-515-3582|606-404-5104,,https://windsofchangeky.com,,mental-health,outpatient,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=1220+Master+St,+Corbin,+KY+40701",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
womens-cancer-screening,Women's Cancer Screening,,Cancer screening,Statewide,,KY,,Statewide,,,800-462-6122,,,,mental-health,walk-in,women|men,,unknown,,English,,,,,active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
madison-yonder-behavioral-health,Yonder Behavioral Health,,Behavioral health services.,"330 Hotel Court, Berea, KY 40403",Berea,KY,40403,Madison,,,502-604-0228,,https://yonderbh.com,,health|mental-health,walk-in,anyone,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=330+Hotel+Court,+Berea,+KY+40403",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
jefferson-ypr-young-people-in-recovery,YPR Young People in Recovery,,Recovery services for young people.,"Louisville, KY",,KY,,Jefferson,,,502-821-6759,,https://youngpeopleinrecovery.org,,addiction,walk-in,youth,,unknown,,English,,,,"https://www.google.com/maps/search/?api=1&query=Louisville,+KY",active,,,,,auto-inferred,2026-09-20,initial-import,medium,https://is5810.com/main/resources/,2026-09-20,,,
